Image Compression_256,0.152907,
3D Rendering_4,0.0224948,
3D Rendering_2,0.021297,
Optical Flow_1,0.136392,
Optical Flow_2,0.196411,
Lenet_512,0.397709,
Digit Recognition_1,4.58889,
Digit Recognition_1,4.60861,
Lenet_256,0.31829,
Image Scaling_1,2.16668,
3D Rendering_4,0.052752,
Image Compression_512,0.271356,
Optical Flow_2,0.178916,
Digit Recognition_1,4.50625,
Image Compression_64,0.0655615,
Lenet_16,0.0439663,
Image Compression_128,0.0950085,
3D Rendering_2,0.020249,
Lenet_512,0.377883,
Lenet_1024,0.750053,
Image Scaling_2,4.06467,
Lenet_512,0.418499,
Image Scaling_1,2.14297,
3D Rendering_2,0.0212804,
Lenet_1024,0.749568,
Lenet_256,0.193065,
Image Compression_1024,0.507191,
Image Compression_512,0.369674,
Optical Flow_1,0.13804,
Image Compression_512,0.282177,
Optical Flow_2,0.168675,
Image Scaling_2,4.1089,
3D Rendering_4,0.0223598,
Optical Flow_1,0.111745,
Optical Flow_2,0.165641,
Digit Recognition_1,4.50621,
Optical Flow_1,0.129769,
Image Scaling_2,4.26293,
Digit Recognition_1,4.56477,
Digit Recognition_1,4.56491,
Lenet_512,0.37829,
Image Compression_8,0.143784,
Optical Flow_1,0.111538,
Image Compression_256,0.154853,
Image Compression_512,0.267868,
3D Rendering_2,0.0203476,
Image Scaling_1,2.05159,
Image Scaling_1,2.14312,
Lenet_512,0.41788,
3D Rendering_2,0.021005,
Image Scaling_2,4.06493,
Image Scaling_2,4.2612,
3D Rendering_4,0.0318185,
Digit Recognition_1,4.50622,
Lenet_512,0.457936,
Image Scaling_2,4.26623,
Image Scaling_2,4.27674,
Image Compression_256,0.267714,
Lenet_1024,0.828593,
Image Scaling_2,4.06355,
Image Scaling_2,4.10868,
Optical Flow_1,0.124445,
Image Scaling_1,2.14661,
Lenet_1024,0.750457,
Image Scaling_2,4.06364,
3D Rendering_4,0.0217478,
Lenet_1024,0.82783,
Image Scaling_4,8.12509,
Digit Recognition_1,4.50658,
Image Compression_512,0.529163,
Image Compression_256,0.278696,
Digit Recognition_1,4.53908,
Optical Flow_2,0.386821,
Digit Recognition_1,4.53794,
Image Compression_128,0.0965598,
Lenet_512,0.417766,
3D Rendering_2,0.0327016,
Digit Recognition_1,4.5346,
Image Scaling_2,4.26601,
Digit Recognition_1,4.53449,
Image Scaling_2,4.06438,
3D Rendering_2,0.0209412,
3D Rendering_4,0.0221945,
Optical Flow_2,0.16742,
3D Rendering_1,0.0197407,
Image Compression_1024,0.694745,
Lenet_1024,0.750822,
Lenet_512,0.378385,
Digit Recognition_1,4.50654,
3D Rendering_4,0.0216009,
Image Compression_1024,0.722738,
Image Scaling_1,2.05345,
Digit Recognition_1,4.5059,
Optical Flow_2,0.180329,
Lenet_512,0.417353,
Optical Flow_1,0.127991,
Lenet_1024,0.749663,
Image Scaling_2,4.17139,
Digit Recognition_1,4.50382,
Image Scaling_1,2.29235,
Optical Flow_2,0.186948,
Image Scaling_2,4.10903,
Digit Recognition_1,4.50657,
Image Compression_512,0.479543,
Image Compression_256,0.196186,
Lenet_1024,0.750314,
Digit Recognition_1,4.5063,
Image Scaling_2,4.26428,
Optical Flow_2,0.281963,
Lenet_256,0.212296,
Image Compression_1024,0.68702,
Digit Recognition_1,4.5664,
Digit Recognition_1,4.56729,
3D Rendering_4,0.0234557,
Optical Flow_1,0.112445,
Image Scaling_1,2.03519,
Image Compression_1024,0.636051,
Optical Flow_1,0.111091,
Image Scaling_1,2.0524,
Digit Recognition_1,4.50371,
Image Compression_512,0.362544,
Lenet_128,0.099656,
Image Compression_1024,0.712983,
Optical Flow_1,0.111438,
Image Scaling_2,4.14317,
Digit Recognition_1,4.52566,
Image Scaling_2,4.5388,
Image Scaling_2,4.91376,
Digit Recognition_1,4.52868,
Image Compression_128,0.14804,
Lenet_512,0.639036,
Image Scaling_2,4.06618,
Digit Recognition_1,4.5127,
Lenet_1024,1.23799,
Optical Flow_1,0.111424,
3D Rendering_4,0.0221425,
Image Compression_32,0.0570031,
Optical Flow_1,0.115359,
Image Compression_512,0.362594,
Optical Flow_1,0.1257,
3D Rendering_4,0.0222894,
Optical Flow_2,0.16676,
Optical Flow_2,0.16632,
Image Compression_1024,0.687365,
Digit Recognition_1,4.50659,
Lenet_512,0.417821,
Image Compression_512,0.315739,
Image Scaling_2,4.06409,
Lenet_256,0.212434,
Optical Flow_2,0.178846,
3D Rendering_4,0.0252671,
3D Rendering_2,0.0219349,
Image Compression_512,0.373156,
3D Rendering_4,0.0234069,
Image Scaling_2,4.06655,
Optical Flow_2,0.18279,
Image Compression_1024,0.624629,
Digit Recognition_1,4.56222,
Digit Recognition_1,4.56258,
Image Scaling_1,2.28433,
3D Rendering_4,0.0213465,
Image Compression_128,0.0944563,
Optical Flow_1,0.159688,
Image Compression_1024,0.496079,
Lenet_256,0.192509,
3D Rendering_1,0.0195933,
Image Compression_512,0.26765,
Image Scaling_2,4.06497,
Image Compression_256,0.160833,
Optical Flow_2,0.179616,
Lenet_1024,0.749542,
Digit Recognition_1,4.53864,
3D Rendering_1,0.019562,
Digit Recognition_1,4.6234,
Image Scaling_2,4.26426,
Image Compression_512,0.479271,
3D Rendering_2,0.0207472,
Digit Recognition_1,4.56528,
Digit Recognition_1,4.56529,
3D Rendering_4,0.0217225,
3D Rendering_1,0.0200956,
3D Rendering_2,0.0246936,
Image Compression_128,0.0994604,
Lenet_1024,0.749884,
Digit Recognition_1,4.50656,
Image Compression_256,0.161317,
3D Rendering_2,0.0201422,
Optical Flow_1,0.119675,
3D Rendering_1,0.0196622,
Optical Flow_1,0.126048,
Optical Flow_2,0.164466,
Image Scaling_1,2.03543,
Image Compression_512,0.315996,
Digit Recognition_1,4.50596,
Lenet_512,0.417552,
Optical Flow_2,0.175426,
Optical Flow_1,0.130496,
Lenet_32,0.0513914,
Optical Flow_1,0.111015,
Image Scaling_2,4.06322,
