Image Compression,256,1.57436,
3D Rendering,4,0.126574,
3D Rendering,2,0.059418,
Optical Flow,1,0.624755,
Optical Flow,2,0.873064,
Lenet,512,0.53761,
Digit Recognition,1,4.64542,
Digit Recognition,1,4.62951,
Lenet,256,0.506446,
Image Scaling,1,3.10433,
3D Rendering,4,0.114031,
Image Compression,512,2.85214,
Optical Flow,2,2.15568,
Digit Recognition,1,4.57002,
Image Compression,64,0.519408,
Lenet,16,0.119565,
Image Compression,128,0.72505,
3D Rendering,2,0.0603701,
Lenet,512,0.52484,
Lenet,1024,0.965896,
Image Scaling,2,5.07732,
Lenet,512,0.62527,
Image Scaling,1,3.01194,
3D Rendering,2,0.0751437,
Lenet,1024,0.934712,
Lenet,256,0.263646,
Image Compression,1024,5.76203,
Image Compression,512,4.90753,
Optical Flow,1,3.34498,
Image Compression,512,4.40146,
Optical Flow,2,3.70825,
Image Scaling,2,6.43647,
3D Rendering,4,0.82991,
Optical Flow,1,0.637707,
Optical Flow,2,0.876103,
Digit Recognition,1,4.51722,
Optical Flow,1,0.677185,
Image Scaling,2,4.96879,
Digit Recognition,1,4.59092,
Digit Recognition,1,4.59103,
Lenet,512,0.521118,
Image Compression,8,0.0624302,
Optical Flow,1,0.624622,
Image Compression,256,1.34551,
Image Compression,512,2.7053,
3D Rendering,2,0.0880243,
Image Scaling,1,3.03418,
Image Scaling,1,2.99218,
Lenet,512,0.959055,
3D Rendering,2,0.0593922,
Image Scaling,2,4.97525,
Image Scaling,2,4.95272,
3D Rendering,4,0.0911793,
Digit Recognition,1,4.51232,
Lenet,512,0.809906,
Image Scaling,2,4.93085,
Image Scaling,2,4.93113,
Image Compression,256,1.69294,
Lenet,1024,1.37152,
Image Scaling,2,4.92468,
Image Scaling,2,4.98625,
Optical Flow,1,0.724174,
Image Scaling,1,3.06888,
Lenet,1024,1.33457,
Image Scaling,2,4.93637,
3D Rendering,4,0.141322,
Lenet,1024,1.31147,
Image Scaling,4,8.79174,
Digit Recognition,1,4.58748,
Image Compression,512,3.41185,
Image Compression,256,3.0901,
Digit Recognition,1,6.12124,
Optical Flow,2,0.971082,
Digit Recognition,1,4.6026,
Image Compression,128,0.973496,
Lenet,512,0.778237,
3D Rendering,2,0.112182,
Digit Recognition,1,4.54223,
Image Scaling,2,4.97525,
Digit Recognition,1,4.54182,
Image Scaling,2,4.92463,
3D Rendering,2,0.0597397,
3D Rendering,4,0.0909738,
Optical Flow,2,0.928399,
3D Rendering,1,0.0934922,
Image Compression,1024,5.82339,
Lenet,1024,2.88606,
Lenet,512,2.94535,
Digit Recognition,1,5.84116,
3D Rendering,4,0.0953775,
Image Compression,1024,5.78898,
Image Scaling,1,4.35716,
Digit Recognition,1,7.19246,
Optical Flow,2,2.16415,
Lenet,512,1.00415,
Optical Flow,1,0.690206,
Lenet,1024,1.19333,
Image Scaling,2,4.9251,
Digit Recognition,1,4.50809,
Image Scaling,1,3.01665,
Optical Flow,2,0.883081,
Image Scaling,2,4.93116,
Digit Recognition,1,4.54594,
Image Compression,512,2.83099,
Image Compression,256,2.78472,
Lenet,1024,2.00939,
Digit Recognition,1,4.53108,
Image Scaling,2,4.92535,
Optical Flow,2,0.956581,
Lenet,256,0.341922,
Image Compression,1024,5.47265,
Digit Recognition,1,4.63809,
Digit Recognition,1,6.9586,
3D Rendering,4,1.03367,
Optical Flow,1,0.660295,
Image Scaling,1,2.99237,
Image Compression,1024,5.54249,
Optical Flow,1,4.57298,
Image Scaling,1,5.59985,
Digit Recognition,1,6.075,
Image Compression,512,2.69925,
Lenet,128,0.391389,
Image Compression,1024,5.45211,
Optical Flow,1,4.51528,
Image Scaling,2,7.5676,
Digit Recognition,1,5.52904,
Image Scaling,2,5.57061,
Image Scaling,2,6.32695,
Digit Recognition,1,5.53941,
Image Compression,128,1.1599,
Lenet,512,0.851331,
Image Scaling,2,4.9251,
Digit Recognition,1,4.52277,
Lenet,1024,1.61767,
Optical Flow,1,0.750361,
3D Rendering,4,0.0922339,
